start,end,outdated,outdated,outdated,team_code,drain_number,location,lat,long,alt,accuracy,date_time,record_consent,use_consent,outdated,name_occupation,lived_years,flood_history,outdated,outdated,outdated,flood_height,flood_level_pic,kobo_link,last_flooded,flood_clear,desiliting,desilting_other,last_cleaned,last_cleaned_other,maintenance,activities,public_health,specify,other _info,,audio,audio,audio,,,,,,,,,,,index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A47,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719175914,12faef69-0b7c-4b2d-97d7-7b8acce84fe0,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:12faef69-0b7c-4b2d-97d7-7b8acce84fe0,158,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A47,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719176003,af447afd-94d1-4de0-9acb-a2c1725e0d74,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:af447afd-94d1-4de0-9acb-a2c1725e0d74,159,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A47,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719176090,61d4fa79-626c-4043-8444-83a391fbbd22,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:61d4fa79-626c-4043-8444-83a391fbbd22,160,V205,V205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A47,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719176245,7160cb39-59bf-45c4-9623-6876213946cf,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:7160cb39-59bf-45c4-9623-6876213946cf,161,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A45,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Last month,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719181987,0dba421b-4480-4f05-a971-eb6901422eaf,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:0dba421b-4480-4f05-a971-eb6901422eaf,162,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A45,,,,,,,,,,,,,No,0,1,1,Does not flood,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719182756,1c17d3e8-5e0f-444c-8fb6-b4c637b71565,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:1c17d3e8-5e0f-444c-8fb6-b4c637b71565,163,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A44,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,Last month,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719186907,eac4f32e-6dfe-4082-bad0-315f68c427a9,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:eac4f32e-6dfe-4082-bad0-315f68c427a9,164,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A44,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719187053,bc5626c8-41e5-43a7-b1dd-fdde1267e276,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:bc5626c8-41e5-43a7-b1dd-fdde1267e276,165,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A44,,,,,,,,,,,,,No,0,1,0,Cannot find info. ,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,719187145,488c36a3-0fca-4f7f-9979-9a089a00e9f7,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:488c36a3-0fca-4f7f-9979-9a089a00e9f7,166,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A44,,,,,,,,,,,,,No,0,1,0,Cannot find info. ,,,,,Cannot find info.,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719187155,47ca04d5-f946-4d36-ab9d-663ee62bde79,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:47ca04d5-f946-4d36-ab9d-663ee62bde79,167,V205,V205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A44,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Do not know,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719187166,8eefcbbe-304b-4af8-80db-72e93d8b3676,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8eefcbbe-304b-4af8-80db-72e93d8b3676,168,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A41,,,,,,,,,,,,,Yes,1,0,0,Upto  1 inch,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719191139,89e72191-dd97-4a30-b5b1-637b6a18457a,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:89e72191-dd97-4a30-b5b1-637b6a18457a,169,V205,V205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A41,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,Last month,,Do not know,,,,,OK,,,,719191152,ac56b177-8b1d-4efd-ad70-2e05453afeda,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ac56b177-8b1d-4efd-ad70-2e05453afeda,170,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A41,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,719191159,48cb8c5a-4a84-496c-8303-9a0f0f1becef,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:48cb8c5a-4a84-496c-8303-9a0f0f1becef,171,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A41,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Do not know,,More than 6 months,,Do not know,,,,,OK,,,,719191171,ea02fc30-baa4-4a45-9f52-a8a6d4eb7dd9,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ea02fc30-baa4-4a45-9f52-a8a6d4eb7dd9,172,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A41,,,,,,,,,,,,,Yes,1,0,0,Does not flood,,,,,Once a year,,Cannot find info.,,Do not know,,,,,OK,,,,719191178,cc5debf0-70bb-4fa7-b6d9-969d86be4992,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:cc5debf0-70bb-4fa7-b6d9-969d86be4992,173,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A48,,,,,,,,,,,,,Cannot find info.,0,0,1,Does not flood,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719197057,999da700-8864-4174-83bf-6bf72b46ffd1,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:999da700-8864-4174-83bf-6bf72b46ffd1,174,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A48,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Cannot find info.,,No one,,,,,OK,,,,719197119,4a7d842d-796f-493c-9f93-565f6368acc0,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:4a7d842d-796f-493c-9f93-565f6368acc0,175,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A48,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,719197206,02def328-3893-4c0e-ae1a-da7fcf07a274,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:02def328-3893-4c0e-ae1a-da7fcf07a274,176,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A48,,,,,,,,,,,,,No,0,1,0,Upto  1 inch,,,,,Cannot find info.,,Cannot find info.,,Private,,,,,OK,,,,719197255,41785234-4014-46e0-b4d5-986cd87b3273,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:41785234-4014-46e0-b4d5-986cd87b3273,177,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A48,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,719197310,905f9de2-5417-4634-b3fb-6ba7bbdb8d5d,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:905f9de2-5417-4634-b3fb-6ba7bbdb8d5d,178,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A48,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Cannot find info.,,No one,,,,,OK,,,,719197343,ba382b54-01a6-4954-aba3-cfb35b302977,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ba382b54-01a6-4954-aba3-cfb35b302977,179,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A43,,,,,,,,,,,,,Yes,1,0,0,Upto  1 inch,,,,,Do not know,,More than 6 months,,No one,,,,,OK,,,,719199559,7ad845b5-61cf-42fa-9214-4ab0bc19fd46,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:7ad845b5-61cf-42fa-9214-4ab0bc19fd46,180,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A43,,,,,,,,,,,,,Yes,1,0,0,2-5 inches,,,,,Cannot find info.,,More than 6 months,,Do not know,,,,,OK,,,,719199867,0bd4398c-416c-421a-a93d-94a352880981,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:0bd4398c-416c-421a-a93d-94a352880981,181,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A40,,,,,,,,,,,,,Yes,1,0,0,Upto  1 inch,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719202976,26db95ac-9f13-4b2d-8de2-8c5047ef78ee,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:26db95ac-9f13-4b2d-8de2-8c5047ef78ee,182,V205,V205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A40,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719202986,8db34573-bdce-4873-b397-0ee42df09e21,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8db34573-bdce-4873-b397-0ee42df09e21,183,V202,V202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A40,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719202995,12de4120-a231-4822-99fb-73e1056124cd,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:12de4120-a231-4822-99fb-73e1056124cd,184,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A40,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719203004,9d10eec7-59e0-4e45-bd18-3dab66fc5ef4,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:9d10eec7-59e0-4e45-bd18-3dab66fc5ef4,185,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A40,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,719203012,8c312ef2-0eaf-4ca0-b6bc-b0e2ba9143e3,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8c312ef2-0eaf-4ca0-b6bc-b0e2ba9143e3,186,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A45,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Every 6 months,,Last month,,Do not know,,,,,OK,,,,719228214,9d8b013c-0b19-4679-9c71-946a74fc8ccf,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:9d8b013c-0b19-4679-9c71-946a74fc8ccf,187,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A46,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,2-6 months back,,No one,,,,,OK,,,,719228299,9386a908-2c3a-4a83-a0e7-5babb4334493,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:9386a908-2c3a-4a83-a0e7-5babb4334493,188,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct audit",A42,,,,,,,,,,,,,No,0,1,0,6-10 inches,,,,,Do not know,,More than 6 months,,Do not know,,,,,OK,,,,719230959,90777439-329c-400b-b7a1-f66bf8f75286,08-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:90777439-329c-400b-b7a1-f66bf8f75286,189,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct audit",A35,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,729180608,1a0bb855-76c8-49fd-b586-4119458d6a63,19-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:1a0bb855-76c8-49fd-b586-4119458d6a63,190,H400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A53,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Once a year,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,736262133,a3e97115-ea5c-41a4-a619-0a12ff1c6dd5,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:a3e97115-ea5c-41a4-a619-0a12ff1c6dd5,191,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A54,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,More than 6 months,,Do not know,,,,,OK,,,,736267300,c4d5e08a-6d51-4ede-bed0-41e32ca08e2b,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:c4d5e08a-6d51-4ede-bed0-41e32ca08e2b,192,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,Yes,1,0,0,2-5 inches,,,,,Every 6 months,,2-6 months back,,Do not know,,,,,OK,,,,736275184,623bfcbb-3f2f-412c-99e1-dddc33f1a093,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:623bfcbb-3f2f-412c-99e1-dddc33f1a093,193,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Do not know,,More than 6 months,,Do not know,,,,,OK,,,,736282710,205e2dea-3de2-494b-a066-4f623d13775d,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:205e2dea-3de2-494b-a066-4f623d13775d,194,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,No,0,1,0,2-5 inches,,,,,Once a year,,More than 6 months,,Do not know,,,,,OK,,,,736288684,d8c213d9-24a4-45cd-80e5-b15d92bba939,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:d8c213d9-24a4-45cd-80e5-b15d92bba939,195,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A51,,,,,,,,,,,,,No,0,1,0,Upto  1 inch,,,,,Every 6 months,,Last month,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,736305812,56770999-f533-4496-8171-0cf93345e1cf,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:56770999-f533-4496-8171-0cf93345e1cf,196,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A51,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Once a year,,More than 6 months,,Do not know,,,,,OK,,,,736306143,46a476b7-333c-487d-b1b5-78063d1c2745,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:46a476b7-333c-487d-b1b5-78063d1c2745,197,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A55,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Last month,,Do not know,,,,,OK,,,,736306685,e2ed3ad6-474d-4cb2-abdc-6a0d259e5a5d,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:e2ed3ad6-474d-4cb2-abdc-6a0d259e5a5d,198,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A55,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,More than 6 months,,Do not know,,,,,OK,,,,736306816,f69b81ac-ccf1-4940-a508-001dbab01cb3,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:f69b81ac-ccf1-4940-a508-001dbab01cb3,199,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A55,,,,,,,,,,,,,Yes,1,0,0,Does not flood,,,,,Cannot find info.,,More than 6 months,,No one,,,,,OK,,,,736306942,22971fe8-c7f6-4183-af64-382640dec9d8,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:22971fe8-c7f6-4183-af64-382640dec9d8,200,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point ",A55,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,Last month,,No one,,,,,OK,,,,736307264,6054cffe-6b22-4f01-b138-ae41da1937a2,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:6054cffe-6b22-4f01-b138-ae41da1937a2,201,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A54,,,,,,,,,,,,,Yes,1,0,0,2-5 inches,,,,,Once a year,,More than 6 months,,No one,,,,,OK,,,,736307370,a789d361-ad04-44ea-a64d-dc4ba7bd7e5c,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:a789d361-ad04-44ea-a64d-dc4ba7bd7e5c,202,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Every 6 months,,2-6 months back,,Do not know,,,,,OK,,,,736309856,8aec9eb0-ca49-4b06-95c2-5adb3868a9e3,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8aec9eb0-ca49-4b06-95c2-5adb3868a9e3,203,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,More than 6 months,,No one,,,,,OK,,,,736310602,5e31be7e-051d-49d5-a7e4-d0256cc79fb1,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:5e31be7e-051d-49d5-a7e4-d0256cc79fb1,204,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Once a year,,More than 6 months,,Do not know,,,,,OK,,,,736310605,4ae5466a-f3a0-42b6-8390-d7187a91b4fd,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:4ae5466a-f3a0-42b6-8390-d7187a91b4fd,205,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Once a year,,2-6 months back,,Do not know,,,,,OK,,,,736310609,84df90b4-5741-4dfd-a37b-3f418494d52b,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:84df90b4-5741-4dfd-a37b-3f418494d52b,206,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,More than 6 months,,Do not know,,,,,OK,,,,736310613,2f81aba2-6dde-439e-82a9-f531ac96d8a4,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:2f81aba2-6dde-439e-82a9-f531ac96d8a4,207,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Every 6 months,,2-6 months back,,Do not know,,,,,OK,,,,736310617,bc154fbf-6593-462e-aa2d-c0ffa6cc14d7,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:bc154fbf-6593-462e-aa2d-c0ffa6cc14d7,208,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,736310620,5176cd96-283c-46de-9994-03861771265e,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:5176cd96-283c-46de-9994-03861771265e,209,V120,V120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,2-6 months back,,Do not know,,,,,OK,,,,736310627,90af8b51-646a-4723-a6fc-c5b2bd6837f3,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:90af8b51-646a-4723-a6fc-c5b2bd6837f3,210,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
