_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
284,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A56,Left hand side (LHS),12.9543213 77.5419788 770.2999877929688 4.81,12.9543213,77.5419788,770.2999878,4.81,2026/04/27 10:51:00+0530,,Retaining wall does not exist,,There is no fence ,Not applicable,1777267294672.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354581/attachments/attvyYjJEnPfDRqtagNFbgBC/,1777267309405.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354581/attachments/attQXJYKQ3tUnKQPgPCNqjr4/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,1777267355914.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354581/attachments/attoEyUXk9mYx9RbBJdFyNXb/,Yes,,,OK,736354581,494993ae-26b3-45ba-9f9c-4084baaa59b8,27-04-2026 06:20,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:494993ae-26b3-45ba-9f9c-4084baaa59b8,V100,,BMSCA,West,Vrishabhavati Valley
285,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A56,Left hand side (LHS),12.9564858 77.5427504 772.7999877929688 4.047,12.9564858,77.5427504,772.7999878,4.047,2026/04/27 11:14:00+0530,,Retaining wall intact throughout the stretch,6.12,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777268799837.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354623/attachments/attW8Qugfq93sLxKWXKB7XUg/,1777268810158.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354623/attachments/att9YpDBg3PgSY5B3CvziKnz/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777268837597.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354623/attachments/attmm3juQW3zLzhV6577tayA/,No,1777268850606.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736354623/attachments/attbW9SHpiVzAMasbEyyY38k/,No,,,OK,736354623,46485d5a-dfe7-456b-ae87-15a303ea8ac2,27-04-2026 06:20,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:46485d5a-dfe7-456b-ae87-15a303ea8ac2,V100,,BMSCA,West,Vrishabhavati Valley
286,08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A42,Left hand side (LHS),13.0057724 77.5309042 785.2718513558776 2.5,13.0057724,77.5309042,785.2718514,2.5,2026/04/08 16:37:00+0530,,Retaining wall intact throughout the stretch,10,There is no fence ,Reinforced Cement Concrete (RCC),1775646599300.jpg,,1775646629192.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775642730312.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187063/attachments/att5vrjxqwqDN9bNM85ERs8e/,Yes,1775642753208.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187063/attachments/attN3qcPxi3fVxKi9fYhZ942/,Yes,1775642782502.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187063/attachments/att4SvQDUCU9AheD2codyJLh/,OK,719187063,9a51a6f7-5253-459f-8573-245692489c93,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:9a51a6f7-5253-459f-8573-245692489c93,,V202,RIT SoA,West,Vrishabhavati Valley
287,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A42,Left hand side (LHS),13.0068762 77.5299726 790.648260855911 4.692,13.0068762,77.5299726,790.6482609,4.692,2026/04/08 16:52:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775647535967.jpg,,1775647566786.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),,,Yes,1,1775647706718.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719229687/attachments/attpd7susBQXjqNa9GFQC9G9/,,Yes,1775643479474.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187090/attachments/attMqnFUPqJ2ewLu75h3jfFS/,Cannot see,,,Cannot see,,,OK,719187090,f5640a34-d34a-409a-83a8-b10995f4a0b8,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:f5640a34-d34a-409a-83a8-b10995f4a0b8,,V202,RIT SoA,West,Vrishabhavati Valley
288,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A42,Right hand side (RHS),13.0019692 77.5287631 787.0 4.646,13.0019692,77.5287631,787,4.646,2026/04/08 17:12:00+0530,,Retaining wall intact throughout the stretch,5.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775648721368.jpg,,1775648755203.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775640715399.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187012/attachments/att9PQ6oNjzwSrkngAnwT6K8/,No,,,Yes,1775640783969.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187012/attachments/attteBhiHQWpfBs4hjJ6D5Ni/,OK,719187012,c7b86ad9-a450-455b-898f-1d144c397166,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:c7b86ad9-a450-455b-898f-1d144c397166,,V205,RIT SoA,West,Vrishabhavati Valley
289,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A42,Left hand side (LHS),13.0132658 77.5362264 795.7096001001917 4.463,13.0130838,77.5359104,795.7096001,4.463,2026/04/08 14:57:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775641111596.jpg,,1775641218942.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775641480788.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719120656/attachments/attw4UdwmeD2vAKAkp2Usd2o/,No,0,,,,Yes,1775644149037.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187122/attachments/attih6sm7Gjzj4Z6uD83boBm/,Yes,1775644160504.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187122/attachments/attJk5dD5MZvWqexHkV8H3e9/,Yes,1775644176556.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187122/attachments/attzRtbpotpCk7x29CtWjvak/,OK,719187122,6b7f8410-db30-4d1b-b901-7190c1e90500,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6b7f8410-db30-4d1b-b901-7190c1e90500,V200,,RIT SoA,West,Vrishabhavati Valley
290,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),13.0112021 77.5361027 802.5999755859375 4.479,13.0112021,77.5361027,802.5999756,4.479,2026/04/08 14:35:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775639294012.jpg,,1775639395708.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775644461477.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187177/attachments/att2Tnofosq7PHiy5s2w4HL5/,No,,,Yes,1775644485045.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187177/attachments/attquaVTyRT36ACygkR9q5f4/,OK,719187177,d60d16a5-b4ff-4a6c-868f-ebc9a4752a97,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d60d16a5-b4ff-4a6c-868f-ebc9a4752a97,V200,,RIT SoA,West,Vrishabhavati Valley
291,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),13.0073688 77.5340572 793.2000122070312 3.79,13.0073688,77.5340572,793.2000122,3.79,2026/04/08 15:16:00+0530,,Retaining wall does not exist,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775641807648.jpg,,1775641865219.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775644943846.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187209/attachments/attkrHrTRCssqEgfTTNt3ieW/,No,,,Yes,1775644998734.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187209/attachments/attsoaFtgzG9qcbDfEQMhVSf/,OK,719187209,0e90156f-20a6-48ff-8232-67b15a77814b,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:0e90156f-20a6-48ff-8232-67b15a77814b,V200,,RIT SoA,West,Vrishabhavati Valley
292,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),13.0054879 77.5315862 786.353271484375 3.79,13.0054879,77.5315862,786.3532715,3.79,2026/04/08 15:44:00+0530,,Retaining wall intact throughout the stretch,5.3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775643358568.jpg,,1775643374644.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775645364676.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187258/attachments/attxSAK6Am6k5SQne2GTbmYk/,No,,,Yes,1775645389616.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187258/attachments/att9KuHFiBdpHTmwQYNvWWnu/,OK,719187258,4f48859e-ae71-4c12-b30f-beac884bd20b,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:4f48859e-ae71-4c12-b30f-beac884bd20b,V200,,RIT SoA,West,Vrishabhavati Valley
293,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),13.0048339 77.5296999 797.5228341814129 4.956,13.0048339,77.5296999,797.5228342,4.956,2026/04/08 15:56:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644056346.jpg,,1775644067409.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775645719779.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187299/attachments/attb9WfBQyQwF3TvAmpGhDxj/,No,,,Yes,1775645750837.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187299/attachments/attBWUnncczJN2idE88t6eM7/,OK,719187299,bfa3f4c3-3c7d-424c-a1f0-a091e98fc9b6,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:bfa3f4c3-3c7d-424c-a1f0-a091e98fc9b6,V200,,RIT SoA,West,Vrishabhavati Valley
294,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),13.0021599 77.5291619 790.0848842192585 3.79,13.0021599,77.5291619,790.0848842,3.79,2026/04/08 16:13:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775645035887.jpg,,1775645048826.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775642514665.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191252/attachments/att9d4yAAJ8NEu56N4tHxvJd/,OK,719191252,6b5d23d5-2f31-4812-8ce3-6ef4b7e7cd67,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6b5d23d5-2f31-4812-8ce3-6ef4b7e7cd67,,V202,RIT SoA,West,Vrishabhavati Valley
295,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A47,Right hand side (RHS),12.9990513 77.5271509 784.5999755859375 4.236,12.9990513,77.5271509,784.5999756,4.236,2026/04/08 16:24:00+0530,,Retaining wall intact throughout the stretch,2.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775645726463.jpg,,1775645739023.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1775645793555.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719176115/attachments/attwDdMbLvN27LaxxXvcesWv/,Yes,2,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719176115/attachments/attWN98jmvjSUtsMquRCJxqA/,,No,1775643549937.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191355/attachments/att6He9JCbdREejHHxZZ5Jrg/,No,,,Yes,1775643580381.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191355/attachments/att8tFU3XgsK7eXkYy9kGgcd/,OK,719191355,83a28d69-a80c-4353-8de5-24dcb1826186,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:83a28d69-a80c-4353-8de5-24dcb1826186,,V202,RIT SoA,West,Vrishabhavati Valley
296,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.0138867 77.53643 810.7999877929688 3.4,13.0140262,77.5362748,810.7999878,3.4,2026/04/08 14:48:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775640270048.jpg,,1775640391708.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775640505826.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181721/attachments/atti7dfx4oX7ZwyG86sedhxa/,Yes,1,1775640651359.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181721/attachments/attmmepkdorVqEh7BaXz7oh2/,,No,,,No,,,Cannot see,,,OK,719191186,2874386d-96cd-48ba-9ef8-64a26dfe6959,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:2874386d-96cd-48ba-9ef8-64a26dfe6959,,V205,RIT SoA,West,Vrishabhavati Valley
297,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.0090646 77.5354314 794.5 4.532,13.0090646,77.5354314,794.5,4.532,2026/04/08 15:20:00+0530,,Retaining wall does not exist,,"Yes, covered only on sides",Not applicable,,,1775641926653.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775641980625.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181828/attachments/attjqE5xNshjJCgkKzx2CCQs/,No,0,,,,No,,,No,,,Yes,1775644529342.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191428/attachments/atty6Vtp6wv3zCQfymbX4agU/,OK,719191428,3e6c4b3d-bda2-4e1c-9d0f-fd15e30ad38c,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:3e6c4b3d-bda2-4e1c-9d0f-fd15e30ad38c,V200,,RIT SoA,West,Vrishabhavati Valley
298,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.006487 77.5331071 791.0999755859375 4.77,13.006487,77.5331071,791.0999756,4.77,2026/04/08 15:38:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775642965252.jpg,,1775643005174.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775643063803.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181979/attachments/attBhpG52PTHXv2VRDAJF9Bx/,Yes,1,1775643141526.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181979/attachments/attfVhfGQ3yZSZonSXwprKhz/,,No,,,Cannot see,,,Yes,1775645363537.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191532/attachments/attHDszKmQn7DS3Jz4bzj5jg/,OK,719191532,52722fa9-3e88-4d23-8a7e-39bd7b6ff5f6,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:52722fa9-3e88-4d23-8a7e-39bd7b6ff5f6,V200,,RIT SoA,West,Vrishabhavati Valley
299,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.0057758 77.5303151 790.7999877929688 3.6,13.0057758,77.5303151,790.7999878,3.6,2026/04/08 16:00:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644300742.jpg,,1775644309665.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775644331805.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182160/attachments/attCbsEkmQj7jATorjsenF3Z/,No,0,,,,No,,,No,,,Yes,1775646379562.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191681/attachments/attmmC9tjAz6FhA7BUs5Kkyg/,OK,719191681,31abc512-3d88-4562-8859-40daec63188a,08-04-2026 11:18,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:31abc512-3d88-4562-8859-40daec63188a,V200,,RIT SoA,West,Vrishabhavati Valley
300,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.0035633 77.52899 786.8999633789062 4.333,13.0035633,77.52899,786.8999634,4.333,2026/04/08 16:12:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775645067313.jpg,,1775645091926.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775645124403.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182556/attachments/attL6m4Mcodp3bDWSRNEkJdv/,Yes,1,1775645214392.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182556/attachments/attDsfuDzMyQPHqAyUAZkRPf/,,Yes,1775647059811.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191758/attachments/att8nrkKPsxATF6e87YVKHJM/,No,,,Yes,1775647059811.jpg,,OK,719191758,fc563e5a-a777-4953-a2b4-2a74fb9d6c79,08-04-2026 11:19,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:fc563e5a-a777-4953-a2b4-2a74fb9d6c79,V200,,RIT SoA,West,Vrishabhavati Valley
301,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A45,Left hand side (LHS),13.0006483 77.5279733 786.5999755859375 2.825,13.0006483,77.5279733,786.5999756,2.825,2026/04/08 16:32:00+0530,,Retaining wall intact throughout the stretch,7,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775646168932.jpg,,,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775647780243.jpg,,OK,719229687,92392ec2-b08f-4a81-aa01-ec30d09bade9,08-04-2026 12:03,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:92392ec2-b08f-4a81-aa01-ec30d09bade9,V200,,RIT SoA,West,Vrishabhavati Valley
302,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),13.0105521 77.5361733 803.0 4.711,13.0105521,77.5361733,803,4.711,2026/04/08 14:39:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775640055470.jpg,,1775640166253.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775640480158.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719186840/attachments/att3LTiwP4DSAnTQymfLX8te/,No,0,1775640735812.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719186840/attachments/attxqwkdZGqhwmqh6T9yuu24/,,No,,,No,,,Yes,1775648941892.jpg,,OK,719230940,ea88f73f-4d17-4d5e-8b7a-ff39e791ce90,08-04-2026 12:04,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:ea88f73f-4d17-4d5e-8b7a-ff39e791ce90,V200,,RIT SoA,West,Vrishabhavati Valley
303,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0153337 77.5367611 812.2000122070312 4.832,13.0153337,77.5367611,812.2000122,4.832,2026/04/08 14:56:00+0530,,Retaining wall intact throughout the stretch,4.8,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775640491771.jpg,,1775640531460.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775640621731.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187012/attachments/attKfpSBUcLP3bRDm2N4BiKV/,Yes,1,1775640679039.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187012/attachments/attx2a9qEiZLBW7gFvPaSjVU/,,Yes,1775641692022.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719120656/attachments/attkMKTWfxSJDYbcrr2G5ujT/,No,,,Yes,1775641721730.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719120656/attachments/attJozuLZecsHAcjn7zcT3Zt/,OK,719120656,8bcb9984-9892-4eae-8604-3682849bf93d,08-04-2026 10:11,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:8bcb9984-9892-4eae-8604-3682849bf93d,,V205,RIT SoA,West,Vrishabhavati Valley
304,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),13.0088321 77.5302143 793.7999877929688 4.677,13.0088321,77.5302143,793.7999878,4.677,2026/04/08 16:22:00+0530,,Retaining wall intact throughout the stretch,3,There is no fence ,Reinforced Cement Concrete (RCC),1775645620595.jpg,,1775645684898.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775645726740.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187031/attachments/attnADeCV6DdF3uhkp8oBAKW/,No,0,,,,No,,,Cannot see,,,Cannot see,,,OK,719229008,36e3a3a9-911b-43b3-97a8-17ebbc201e65,08-04-2026 12:02,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:36e3a3a9-911b-43b3-97a8-17ebbc201e65,,V202,RIT SoA,West,Vrishabhavati Valley
305,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Right hand side (RHS),13.0091499 77.5353078 794.5 4.422,13.0091499,77.5353078,794.5,4.422,2026/04/08 15:29:00+0530,,Broken in some places,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775642622920.jpg,,1775642640477.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775642667982.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187063/attachments/attnh6Pdjx2XYEPGizqyd8QL/,No,0,,,,No,,,No,,,Yes,1775643852725.jpg,,OK,719228195,63c96937-84c1-4fcc-8f77-0af276f56a1a,08-04-2026 12:01,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:63c96937-84c1-4fcc-8f77-0af276f56a1a,,V202,RIT SoA,West,Vrishabhavati Valley
306,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0060407 77.5323507 786.8232097218907 4.769,13.0060407,77.5323507,786.8232097,4.769,2026/04/08 15:45:00+0530,,Retaining wall intact throughout the stretch,10,There is no fence ,Reinforced Cement Concrete (RCC),1775643399418.jpg,,1775643437949.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775648603550.jpg,,Yes,1775648620491.jpg,,Yes,1775648642599.jpg,,OK,719228349,7931b316-d6c6-4695-8293-dc1cfe421381,08-04-2026 12:01,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:7931b316-d6c6-4695-8293-dc1cfe421381,V200,,RIT SoA,West,Vrishabhavati Valley
307,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),13.0066005 77.533078 791.0999755859375 4.93,13.0066005,77.533078,791.0999756,4.93,2026/04/08 15:49:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775643711204.jpg,,1775643844410.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775643991034.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187094/attachments/attVSEJh6KED5MNEai8kKBZd/,Yes,1,1775644041510.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187094/attachments/attUAft5jcJd5mV8pu5wvk7a/,,No,,,No,,,Yes,1775649688925.jpg,,OK,719228671,f4c3e288-59e2-44f9-939a-dde1eb94cc50,08-04-2026 12:02,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:f4c3e288-59e2-44f9-939a-dde1eb94cc50,V200,,RIT SoA,West,Vrishabhavati Valley
